Time Elapsed (s),Lat (deg),Lon (deg),Geoaltitude (m),Impact pressure (Pa),Meas. Static Temp (K)
2420,49.171,15.452,11266,11844.16,215.7649
2424,49.168,15.465,11265,11846.03,215.7649
2428,49.165,15.476,11265,11910.96,215.6455
2432,49.162,15.489,11265,11976.48,215.5259
2436,49.159,15.502,11267,11907.2,215.6455
2440,49.156,15.515,11268,11853.24,215.5649
2444,49.154,15.527,11266,11934.85,215.2455
2448,49.15,15.54,11264,12023.67,214.8259
2452,49.148,15.553,11263,12058.35,214.3259
2456,49.145,15.564,11264,11977.35,214.6455
2460,49.142,15.577,11266,11908.07,214.7649
2464,49.139,15.589,11268,11904.3,214.7649
2468,49.136,15.602,11269,11883.13,215.0649
2472,49.133,15.615,11269,11864.2,215.3649
2476,49.13,15.627,11268,11866.08,215.3649
2480,49.127,15.641,11268,11866.08,215.3649
2484,49.125,15.652,11267,11867.95,215.3649
2488,49.122,15.664,11267,11738.33,215.6029
2492,49.119,15.676,11267,11757.12,215.3029
2496,49.116,15.69,11267,11757.12,215.3029
2500,49.113,15.702,11267,11802.85,215.484
2504,49.11,15.714,11267,11757.12,215.3029
2508,49.107,15.727,11267,11822.05,215.184
2512,49.105,15.738,11266,11804.72,215.484
2516,49.102,15.751,11266,11791.92,215.684
2520,49.099,15.764,11266,11869.83,215.3649
2524,49.096,15.777,11265,11923.84,215.4455
2528,49.093,15.789,11265,11936.73,215.2455
2532,49.09,15.801,11265,11936.73,215.2455
2536,49.087,15.814,11265,11909.95,214.7649
2540,49.084,15.826,11266,11920.94,214.5649
2544,49.081,15.838,11267,11853.76,214.684
2548,49.078,15.85,11267,11866.6,214.484
2552,49.076,15.864,11267,11801.84,214.6029
2556,49.072,15.876,11267,11841.27,214.884
2560,49.07,15.889,11267,11841.27,214.884
2564,49.066,15.902,11266,11908.07,214.7649
2568,49.064,15.913,11265,11909.95,214.7649
2572,49.061,15.925,11266,11843.15,214.884
2576,49.058,15.937,11266,11843.15,214.884
2580,49.055,15.95,11267,11853.76,214.684
2584,49.052,15.963,11266,11920.94,214.5649
2588,49.049,15.975,11267,11853.76,214.684
2592,49.046,15.988,11268,11799.97,214.6029
2596,49.044,15.999,11268,11799.97,214.6029
2600,49.041,16.011,11267,11820.7,214.3029
2604,49.038,16.024,11266,11887.75,214.184
2608,49.035,16.037,11264,12022.99,213.9455
2612,49.032,16.049,11262,11994.07,214.4455
2616,49.029,16.061,11263,12025.57,214.8259
2620,49.026,16.074,11264,11978.37,215.5259
2624,49.023,16.085,11264,11978.37,215.5259
2628,49.02,16.097,11264,12103.66,215.5618
2632,49.017,16.109,11264,12150.31,215.7414
2636,49.014,16.122,11264,12336.77,215.5786
2640,49.011,16.134,11263,12171.82,215.4414
2644,49.008,16.147,11263,12258.01,215.0207
2648,49.005,16.16,11264,12216.38,215.6207
2652,49.003,16.171,11265,12167.98,215.4414
2656,49,16.182,11267,12230.59,215.3207
2660,48.997,16.195,11268,12049.5,215.382
2664,48.994,16.207,11269,11994.76,215.1259
2668,48.991,16.219,11270,12012.27,214.8259
2672,48.988,16.231,11268,12035.51,214.5259
2676,48.986,16.244,11268,11851.89,214.684
2680,48.983,16.254,11268,11917.17,214.5649
2684,48.98,16.267,11267,11853.76,214.684
2688,48.977,16.279,11266,11868.48,214.484
2692,48.974,16.291,11266,11868.48,214.484
2696,48.971,16.303,11264,11826.31,214.3029
2700,48.968,16.315,11266,11868.48,214.484
2704,48.965,16.328,11265,11955.41,214.0649
2708,48.963,16.338,11269,11816.97,214.3029
2712,48.96,16.35,11267,11905.51,213.884
2716,48.957,16.362,11267,11905.51,213.884
2720,48.954,16.374,11264,11911.15,213.884
2724,48.952,16.386,11265,11791.43,213.9215
2728,48.949,16.398,11264,11806.09,213.7215
2732,48.946,16.411,11265,11726.61,214.0399
2736,48.943,16.421,11264,11858.71,213.8029
2740,48.94,16.433,11262,12059.57,213.4455
2744,48.937,16.445,11264,11989.6,213.5649
2748,48.934,16.457,11265,11856.84,213.8029
2752,48.932,16.469,11267,11865.92,213.6029
2756,48.929,16.48,11265,11935.04,213.484
2760,48.926,16.493,11264,11936.92,213.484
2764,48.923,16.504,11264,11936.92,213.484
2768,48.921,16.515,11265,11987.71,213.5649
2772,48.917,16.528,11264,12002.88,213.3649
2776,48.915,16.54,11264,12002.88,213.3649
2780,48.912,16.551,11264,12002.88,213.3649
2784,48.909,16.563,11265,11954.73,213.184
2788,48.906,16.575,11266,11887.08,213.3029
2792,48.903,16.586,11267,11885.2,213.3029
2796,48.901,16.598,11266,11887.08,213.3029
2800,48.898,16.609,11267,11885.2,213.3029
2804,48.895,16.622,11267,11904.49,213.0029
2808,48.892,16.634,11266,11887.08,213.3029
2812,48.889,16.645,11267,11970.31,212.884
2816,48.886,16.658,11267,12036.39,212.7649
2820,48.883,16.668,11265,12020.41,213.0649
2824,48.881,16.68,11265,12040.19,212.7649
2828,48.877,16.691,11266,12038.29,212.7649
2832,48.875,16.704,11265,12040.19,212.7649
2836,48.872,16.716,11264,12108.45,212.6455
2840,48.869,16.727,11264,12108.45,212.6455
2844,48.866,16.74,11264,12155.12,212.8259
2848,48.863,16.75,11263,12237.29,212.682
2852,48.861,16.762,11263,12237.29,212.682
2856,48.857,16.774,11264,12235.36,212.682
2860,48.855,16.787,11265,12233.42,212.682
2864,48.852,16.798,11265,12300.84,212.5618
2868,48.849,16.81,11266,12231.49,212.682
2872,48.845,16.822,11265,12233.42,212.682
2876,48.843,16.832,11265,12233.42,212.682
2880,48.839,16.844,11265,12233.42,212.682
2884,48.835,16.855,11264,12235.36,212.682
2888,48.831,16.866,11263,12324.84,212.2618
2892,48.827,16.877,11263,12237.29,212.682
2896,48.823,16.888,11263,12257.67,212.382
2900,48.818,16.899,11265,12266.93,212.182
2904,48.815,16.909,11264,12268.87,212.182
2908,48.81,16.919,11264,12268.87,212.182
2912,48.806,16.93,11263,12270.81,212.182
2916,48.801,16.941,11262,12340.32,212.0618
2920,48.797,16.952,11263,12324.84,212.2618
2924,48.793,16.962,11264,12322.89,212.2618
2928,48.788,16.974,11263,12392.61,212.1414
2932,48.785,16.983,11263,12392.61,212.1414
2936,48.781,16.993,11263,12392.61,212.1414
2940,48.776,17.004,11263,12406.2,211.9414
2944,48.772,17.016,11264,12336.42,212.0618
2948,48.767,17.026,11265,12402.27,211.9414
2952,48.763,17.037,11264,12472.3,211.8207
2956,48.759,17.047,11264,12472.3,211.8207
2960,48.755,17.057,11264,12404.23,211.9414
2964,48.751,17.068,11264,12336.42,212.0618
2968,48.746,17.078,11265,12334.47,212.0618
2972,48.742,17.089,11264,12336.42,212.0618
2976,48.737,17.1,11265,12348.01,211.8618
2980,48.733,17.11,11264,12282.36,211.982
2984,48.728,17.121,11264,12302.79,211.682
2988,48.724,17.131,11265,12300.84,211.682
2992,48.72,17.141,11264,12302.79,211.682
2996,48.715,17.151,11264,12221.9,211.8259
3000,48.711,17.162,11264,12175.06,211.6455
3004,48.707,17.173,11264,12242.26,211.5259
3008,48.702,17.183,11263,12257.67,211.3259
3012,48.698,17.194,11263,12257.67,211.3259
3016,48.694,17.203,11263,12203.84,211.2455
3020,48.69,17.214,11263,12203.84,211.2455
3024,48.685,17.224,11264,12201.91,211.2455
3028,48.68,17.235,11264,12201.91,211.2455
3032,48.676,17.245,11266,12064.25,211.484
3036,48.671,17.256,11265,12132.94,211.3649
3040,48.667,17.267,11265,12066.16,211.484
3044,48.663,17.276,11264,12068.06,211.484
3048,48.659,17.287,11264,12068.06,211.484
3052,48.654,17.297,11264,12222.25,210.9455
3056,48.65,17.308,11264,12242.26,210.6455
3060,48.645,17.318,11264,12108.11,210.884
3064,48.641,17.329,11265,12039.51,211.0029
3068,48.636,17.34,11266,12017.83,211.3029
3072,48.632,17.349,11265,12086.34,211.184
3076,48.628,17.359,11265,12106.2,210.884
3080,48.623,17.37,11264,12175.06,210.7649
3084,48.619,17.381,11264,12242.26,210.6455
3088,48.614,17.391,11264,12188.48,210.5649
3092,48.61,17.402,11264,12134.86,210.484
3096,48.605,17.413,11264,12134.86,210.484
3100,48.602,17.422,11266,12117.65,210.684
3104,48.597,17.433,11266,12050.92,210.8029
3108,48.592,17.443,11266,12117.65,210.684
3112,48.588,17.454,11265,12186.55,210.5649
3116,48.583,17.465,11265,12132.94,210.484
3120,48.579,17.475,11264,12155.12,210.184
3124,48.575,17.486,11264,12134.86,210.484
3128,48.57,17.495,11264,12201.91,210.3649
3132,48.566,17.506,11263,12203.84,210.3649
3136,48.561,17.516,11264,12134.86,210.484
3140,48.557,17.527,11265,12186.55,210.5649
3144,48.552,17.538,11264,12175.06,210.7649
3148,48.548,17.548,11263,12244.2,210.6455
3152,48.543,17.56,11262,12226.11,210.9455
3156,48.539,17.569,11264,12188.48,210.5649
3160,48.535,17.579,11265,12253.79,210.4455
3164,48.53,17.59,11265,12220.31,210.9455
3168,48.526,17.601,11266,12184.63,210.5649
3172,48.521,17.612,11266,12131.02,210.484
3176,48.516,17.622,11265,12220.31,210.0649
3180,48.512,17.633,11264,12201.91,210.3649
3184,48.508,17.642,11262,12293.51,210.8259
3188,48.503,17.653,11263,12338.72,211.182
3192,48.499,17.663,11264,12391,211.2618
3196,48.494,17.674,11264,12336.77,211.182
3200,48.49,17.685,11264,12323.24,211.382
3204,48.485,17.696,11264,12323.24,211.382
3208,48.48,17.706,11264,12323.24,211.382
3212,48.477,17.716,11265,12240.32,211.5259
3216,48.472,17.727,11264,12242.26,211.5259
3220,48.467,17.737,11265,12240.32,211.5259
3224,48.463,17.748,11266,12332.87,211.182
3228,48.458,17.759,11264,12336.77,211.182
3232,48.453,17.769,11264,12255.73,211.3259
3236,48.449,17.78,11265,12186.55,211.4455
3240,48.445,17.79,11265,12186.55,211.4455
3244,48.44,17.8,11265,12253.79,211.3259
3248,48.436,17.811,11264,12269.21,211.1259
3252,48.431,17.821,11261,12356.17,210.982
3256,48.427,17.832,11261,12376.69,210.682
3260,48.422,17.842,11263,12224.18,210.9455
3264,48.418,17.853,11266,12131.02,211.3649
3268,48.413,17.862,11267,12129.11,211.3649
3272,48.409,17.873,11266,12131.02,211.3649
3276,48.404,17.884,11264,12134.86,211.3649
3280,48.4,17.895,11264,12154.78,211.0649
3284,48.395,17.905,11263,12123.4,211.5649
3288,48.391,17.915,11264,12121.48,211.5649
3292,48.386,17.927,11264,12108.11,211.7649
3296,48.382,17.936,11264,12108.11,211.7649
3300,48.377,17.947,11265,12106.2,211.7649
3304,48.373,17.956,11266,12117.65,211.5649
3308,48.368,17.968,11266,12117.65,211.5649
3312,48.364,17.978,11265,12186.55,211.4455
3316,48.359,17.989,11266,12117.65,211.5649
3320,48.354,18,11266,12184.63,211.4455
3324,48.35,18.009,11266,12184.63,211.4455
3328,48.346,18.02,11265,12199.98,211.2455
3332,48.341,18.03,11265,12308.12,210.5259
3336,48.336,18.041,11265,12308.12,210.5259
3340,48.332,18.052,11264,12242.26,210.6455
3344,48.327,18.062,11263,12271.15,211.1259
3348,48.322,18.073,11266,12265.33,211.1259
3352,48.318,18.082,11265,12267.27,211.1259
3356,48.314,18.093,11266,12218.38,210.9455
3360,48.309,18.104,11265,12253.79,211.3259
3364,48.304,18.115,11264,12188.48,211.4455
3368,48.3,18.125,11266,12238.39,210.6455
3372,48.295,18.136,11264,12289.63,210.8259
3376,48.291,18.147,11264,12289.63,210.8259
3380,48.287,18.156,11265,12287.68,210.8259
3384,48.282,18.167,11265,12220.31,210.9455
3388,48.277,18.177,11265,12220.31,210.9455
3392,48.273,18.188,11265,12287.68,210.8259
3396,48.268,18.199,11264,12289.63,210.8259
3400,48.263,18.209,11264,12310.06,210.5259
3404,48.259,18.22,11263,12393.31,210.382
3408,48.255,18.23,11264,12391.35,210.382
3412,48.25,18.24,11265,12389.39,210.382
3416,48.245,18.251,11266,12387.43,210.382
3420,48.24,18.262,11264,12391.35,210.382
3424,48.236,18.272,11264,12391.35,210.382
3428,48.231,18.282,11265,12457.75,210.2618
3432,48.227,18.293,11265,12457.75,210.2618
3436,48.222,18.302,11263,12441.08,210.5618
3440,48.218,18.313,11265,12348.36,210.982
3444,48.213,18.324,11265,12334.82,211.182
3448,48.208,18.335,11266,12332.87,211.182
3452,48.204,18.345,11268,12315.45,211.382
3456,48.199,18.356,11265,12219.97,211.8259
3460,48.194,18.367,11265,12389.04,211.2618
3464,48.191,18.376,11265,12240.32,211.5259
3468,48.186,18.387,11265,12436.45,211.4414
3472,48.181,18.396,11264,12473,210.9414
3476,48.176,18.407,11265,12334.82,211.182
3480,48.172,18.418,11266,12171.21,212.5259
3484,48.167,18.429,11270,12311.21,212.2618
3488,48.163,18.44,11270,12143.6,212.8259
3492,48.158,18.449,11266,12211.49,212.982
3496,48.154,18.459,11267,12317.05,212.2618
3500,48.149,18.47,11264,12268.87,212.182
3504,48.144,18.48,11266,12264.99,212.182
3508,48.14,18.491,11262,12354.22,210.982
3512,48.135,18.501,11263,12271.15,211.1259
3516,48.131,18.512,11264,12134.86,212.2455
3520,48.126,18.521,11266,12264.99,212.182
3524,48.122,18.532,11265,12240.32,211.5259
3528,48.117,18.543,11264,12404.58,211.0618
3532,48.112,18.554,11263,12352.26,210.982
3536,48.108,18.564,11264,12289.63,210.8259
3540,48.103,18.574,11265,12348.36,210.982
3544,48.099,18.585,11265,12348.36,210.982
3548,48.094,18.595,11264,12289.63,210.8259
3552,48.09,18.605,11264,12269.21,211.1259
3556,48.085,18.615,11264,12134.86,211.3649
3560,48.081,18.625,11267,12082.52,212.0649
3564,48.076,18.637,11266,12117.65,211.5649
3568,48.071,18.647,11265,12119.56,211.5649
3572,48.066,18.658,11265,12153.2,211.9455
3576,48.062,18.667,11264,12255.73,211.3259
3580,48.058,18.677,11264,12201.91,211.2455
3584,48.053,18.688,11264,12201.91,211.2455
3588,48.048,18.698,11266,12131.02,211.3649
3592,48.044,18.709,11267,12129.11,211.3649
3596,48.039,18.719,11266,12131.02,211.3649
3600,48.034,18.73,11267,12149.01,211.0649
3604,48.03,18.739,11266,12285.74,210.8259
3608,48.025,18.75,11266,12306.17,210.5259
3612,48.021,18.761,11265,12240.32,210.6455
3616,48.016,18.77,11266,12265.68,210.2455
3620,48.011,18.781,11265,12253.79,210.4455
3624,48.007,18.792,11265,12253.79,210.4455
3628,48.002,18.803,11265,12267.62,210.2455
3632,47.998,18.812,11265,12199.98,210.3649
3636,47.993,18.823,11265,12267.62,210.2455
3640,47.988,18.833,11265,12199.98,210.3649
3644,47.983,18.843,11264,12222.25,210.0649
3648,47.979,18.854,11264,12134.86,210.484
3652,47.974,18.865,11266,12104.28,210.884
3656,47.969,18.876,11267,12035.71,211.0029
3660,47.965,18.885,11268,12014.03,211.3029
3664,47.961,18.895,11268,12014.03,211.3029
3668,47.956,18.906,11268,11994.27,211.6029
3672,47.951,18.917,11266,12064.25,211.484
3676,47.947,18.927,11267,12049.36,211.684
3680,47.942,18.936,11266,12051.27,211.684
3684,47.937,18.948,11265,12066.16,211.484
3688,47.933,18.957,11264,12068.06,211.484
3692,47.928,18.968,11265,12053.17,211.684
3696,47.923,18.978,11264,12121.48,211.5649
3700,47.919,18.988,11265,12119.56,211.5649
3704,47.914,18.999,11265,12119.56,211.5649
3708,47.909,19.01,11265,12253.79,211.3259
3712,47.904,19.021,11264,12175.06,211.6455
3716,47.9,19.03,11264,12390.65,212.1414
3720,47.895,19.041,11266,12298.9,212.5618
3724,47.89,19.051,11266,12332.52,212.0618
3728,47.886,19.062,11267,12344.11,211.8618
3732,47.881,19.073,11266,12346.06,211.8618
3736,47.876,19.083,11268,12430.2,212.3207
3740,47.871,19.094,11265,12320.94,212.2618
3744,47.867,19.103,11266,12332.52,212.0618
3748,47.862,19.113,11268,12362.3,212.4414
3752,47.858,19.124,11268,12382.82,212.1414
3756,47.853,19.135,11267,12330.57,212.0618
3760,47.848,19.146,11266,12400.31,211.9414
3764,47.843,19.155,11266,12332.52,212.0618
3768,47.838,19.166,11267,12330.57,212.0618
3772,47.834,19.176,11266,12332.52,212.0618
3776,47.83,19.187,11266,12332.52,212.0618
3780,47.825,19.197,11266,12278.47,211.982
3784,47.82,19.207,11265,12348.01,211.8618
3788,47.815,19.218,11267,12263.05,212.182
3792,47.81,19.229,11265,12280.42,211.982
3796,47.806,19.24,11266,12218.04,211.8259
3800,47.801,19.249,11265,12106.2,211.7649
3804,47.797,19.259,11267,12169.29,211.6455
3808,47.792,19.269,11266,12218.04,211.8259
3812,47.787,19.28,11264,12221.9,211.8259
3816,47.782,19.291,11265,12300.84,211.682
3820,47.777,19.301,11264,12282.36,211.982
3824,47.773,19.312,11264,12282.36,211.982
3828,47.768,19.322,11264,12282.36,211.982
3832,47.764,19.332,11265,12280.42,211.982
3836,47.759,19.343,11266,12218.04,211.8259
3840,47.754,19.353,11266,12218.04,211.8259
3844,47.749,19.364,11266,12218.04,211.8259
3848,47.744,19.374,11265,12219.97,211.8259
3852,47.739,19.385,11265,12300.84,211.682
3856,47.735,19.394,11267,12276.53,211.982
3860,47.731,19.405,11266,12366.56,211.5618
3864,47.726,19.415,11265,12348.01,211.8618
3868,47.721,19.425,11266,12413.9,211.7414
3872,47.716,19.436,11267,12344.11,211.8618
3876,47.711,19.447,11267,12344.11,211.8618
3880,47.707,19.458,11268,12295.01,211.682
3884,47.702,19.467,11268,12214.17,211.8259
3888,47.697,19.478,11268,12234.52,211.5259
3892,47.693,19.487,11267,12364.61,211.5618
3896,47.688,19.498,11268,12430.55,211.4414
3900,47.683,19.509,11266,12366.56,211.5618
3904,47.678,19.519,11266,12366.56,211.5618
3908,47.673,19.53,11265,12368.52,211.5618
3912,47.669,19.54,11265,12368.52,211.5618
3916,47.664,19.549,11264,12370.47,211.5618
3920,47.659,19.56,11265,12348.01,211.8618
3924,47.655,19.571,11265,12415.86,211.7414
3928,47.65,19.582,11263,12474.27,211.8207
3932,47.645,19.591,11265,12470.33,211.8207
3936,47.64,19.602,11267,12466.39,211.8207
3940,47.636,19.611,11266,12400.31,211.9414
3944,47.631,19.622,11268,12409.98,211.7414
3948,47.626,19.632,11266,12346.06,211.8618
3952,47.622,19.642,11268,12396.39,211.9414
3956,47.617,19.653,11266,12413.9,211.7414
3960,47.612,19.664,11266,12400.31,211.9414
3964,47.607,19.674,11266,12400.31,211.9414
3968,47.603,19.684,11265,12415.86,211.7414
3972,47.598,19.694,11266,12346.06,211.8618
3976,47.593,19.704,11267,12364.61,211.5618
3980,47.589,19.715,11266,12298.9,211.682
3984,47.584,19.725,11266,12298.9,211.682
3988,47.579,19.736,11268,12295.01,211.682
3992,47.574,19.745,11268,12295.01,211.682
3996,47.569,19.756,11266,12298.9,211.682
4000,47.565,19.765,11265,12300.84,211.682
4004,47.56,19.776,11264,12370.47,211.5618
4008,47.556,19.786,11264,12302.79,211.682
4012,47.551,19.797,11264,12323.24,211.382
4016,47.546,19.807,11264,12323.24,211.382
4020,47.541,19.817,11264,12302.79,211.682
4024,47.537,19.826,11264,12242.26,211.5259
4028,47.532,19.837,11265,12240.32,211.5259
4032,47.527,19.848,11265,12240.32,211.5259
4036,47.522,19.857,11265,12321.29,211.382
4040,47.518,19.868,11264,12323.24,211.382
4044,47.513,19.879,11265,12321.29,211.382
4048,47.508,19.889,11265,12321.29,211.382
4052,47.504,19.898,11265,12240.32,211.5259
4056,47.499,19.908,11265,12321.29,211.382
4060,47.494,19.918,11265,12321.29,211.382
4064,47.489,19.929,11266,12238.39,211.5259
4068,47.485,19.94,11266,12238.39,211.5259
4072,47.48,19.95,11267,12236.46,211.5259
4076,47.475,19.96,11267,12236.46,211.5259
4080,47.471,19.97,11266,12251.86,211.3259
4084,47.466,19.979,11265,12186.55,211.4455
4088,47.461,19.99,11265,12253.79,211.3259
4092,47.456,20,11264,12242.26,211.5259
4096,47.452,20.011,11264,12255.73,211.3259
4100,47.447,20.02,11265,12253.79,211.3259
4104,47.442,20.031,11265,12186.55,211.4455
4108,47.437,20.042,11266,12117.65,211.5649
4112,47.433,20.051,11267,12129.11,211.3649
4116,47.428,20.061,11268,12060.43,211.484
4120,47.423,20.071,11267,12082.52,211.184
4124,47.419,20.082,11267,12149.01,211.0649
4128,47.413,20.092,11266,12131.02,211.3649
4132,47.409,20.102,11265,12132.94,211.3649
4136,47.405,20.112,11265,12066.16,211.484
4140,47.4,20.122,11266,12064.25,211.484
4144,47.395,20.133,11266,12131.02,211.3649
4148,47.39,20.142,11266,12064.25,211.484
4152,47.385,20.153,11266,12051.27,211.684
4156,47.38,20.163,11265,12119.56,211.5649
4160,47.375,20.173,11265,12119.56,211.5649
4164,47.371,20.183,11266,12084.43,212.0649
4168,47.366,20.193,11266,12064.59,212.3649
4172,47.361,20.203,11266,12117.99,212.4455
4176,47.357,20.214,11266,12184.63,212.3259
4180,47.352,20.225,11266,12251.86,212.382
4184,47.347,20.234,11265,12173.13,212.5259
4188,47.342,20.245,11265,12186.55,212.3259
4192,47.337,20.256,11265,12253.79,212.382
4196,47.333,20.265,11265,12320.94,212.2618
4200,47.328,20.275,11264,12255.73,212.382
4204,47.323,20.285,11264,12268.87,212.182
4208,47.318,20.296,11264,12255.73,212.382
4212,47.313,20.306,11264,12322.89,212.2618
4216,47.309,20.316,11265,12233.42,212.682
4220,47.303,20.327,11266,12184.63,212.3259
4224,47.299,20.336,11267,12263.05,212.182
4228,47.294,20.346,11265,12253.79,212.382
4232,47.289,20.357,11267,12263.05,212.182
4236,47.285,20.368,11265,12199.98,212.1259
4240,47.279,20.378,11267,12216.11,211.8259
4244,47.275,20.387,11267,12149.36,211.9455
4248,47.27,20.398,11267,12149.36,211.9455
4252,47.265,20.408,11266,12171.21,211.6455
4256,47.261,20.418,11265,12153.2,211.9455
